"","Species","stdev_bio1","median_bio"
"1","Lygodactylus arnoulti",2.17190718650818,18.9084262646307
"2","Lygodactylus bivittis",1.39239966869354,19.016652753743
"3","Lygodactylus blancae",0.669134378433228,19.5144792545647
"4","Lygodactylus blanci",1.37661302089691,15.6385811814494
"5","Lygodactylus decaryi",0.584084033966064,23.5887620123589
"6","Lygodactylus expectatus",0.0786556750535965,25.4925566320017
